Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1.31839E+12,310,293,311,293.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3345212400166-6,2,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,14,4,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318388571036-2-1,,11月5日,,,,柜3区,哈尔滨市,034B,21,智能矩形,,131838857,,FG0318019VA,426.55,310,293,B,1,,,,,,,,,85-21,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,2月21日,0,,,,,310*293*18,,ZJ_ZN241102A1-1 | P3345212400166-6,034B,18*293*310,,85-21-,,；；,,,深花色,,,0,0,,,34,,,,311,293.5,1036,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31824E+12,983,868.5,984,869.5,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_16,381279230,P3345212400321-1,11,吊柜18mm背板(VA),ZJ_ZN241102A1-1,四,,双,18,,,23,16,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A8,,,1318244751122-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,22,智能矩形,,131824475,1.31824E+12,FB11815VA,1311.71,983,868.5,B,1,,,,,,,,,183-22,,,索菲亚,吊柜18mm背板(VA),,  ,,扇地缝:,,11月22日,0,,,,,983*868.5*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*868.5*983,,183-22-,,；；,,,深花色,,,0,0,,,34,,,,984,869.5,1122,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31811E+12,479,161,480,161.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0091032400235-5,六,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,4,7,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A6,,,1318110571032-6-1,,11月5日,,,,柜3区,福州,034B,19,智能矩形,,131811057,,FG0318019VA,505.33,479,161,B,1,,,,,,,,,89-19,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,六-19,0,,,,,479*161*18,,ZJ_ZN241102A1-1 | P0091032400235-5,034B,18*161*479,,89-19-,,；；,,,深花色,,,0,0,,,34,,,,480,161.5,1032,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P004,,,6,,,,,,,End
1.31811E+12,2347,479,2348,480,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_16,381279230,P0091032400235-5,六,18mm背板(VA),ZJ_ZN241102A1-1,四,,,18,,,11,7,1,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A8,,,1318110571037-6-1,,11月5日,,,,柜3区,福州,034B,24,智能矩形,,131811057,,FB11805VA,2395.38,2347,479,B,1,,,,,,,,,89-24,,,索菲亚,18mm背板(VA),,  ,,扇地缝:,,六-24,0,,,,,2347*479*18,,ZJ_ZN241102A1-1 | P0091032400235-5,034B,18*479*2347,,89-24-,,；；,,,深花色,,,0,0,,,34,,,,2348,480,1037,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P004,,,6,,,,,,,End
1.31909E+12,371,556,372,556.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P0120052400199-12,30,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,+,13,1,7,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1319094611043-30-1,,11月5日,,,,柜3区,潍坊,034B,1,智能矩形,,131909461,,FG0118018VA,668.41,371,556,B,1,,,,,,,,,117-1,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,1月30日,0,,,,,371*556*18,,ZJ_ZN241102A1-1 | P0120052400199-12,034B,18*556*371,,117-1-,,；；,,,深花色,,,0,0,,,34,,,,372,556.5,1043,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31966E+12,286,560,287,560,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,P3525012400221-1,41,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,5,3,7,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A4,,,1319660271005-41-1,,11月5日,,,,柜3区,富阳区,034B,28,智能矩形,,131966027,,FC11801VA,628.81,286,560,B,1,★,,,,,,,,32-28,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,41-28,0,,,,,286*560*18,,ZJ_ZN241102A1-1 | P3525012400221-1,034B,18*560*286,,32-28-,,；；,,,深花色,,,0,0,,,34,,,,287,560,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1.31957E+12,232,515,233,515.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_12,381279230,J2789012400031-2,43,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左,,18,B4,,13,3,8,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319567681001-43-1,,11月5日,,,,柜3区,J常州一米,034B,38,智能矩形,,131956768,,FC11801LVA,564.84,232,515,B,1,★,,,,,,,,108-38,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,43-38,0,,,,,232*515*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*515*232,,108-38-,,；；,,左,深花色,,,0,0,,,34,,,,233,515.5,1001,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1.32045E+12,826,353,827,353.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,J3364012400033-5,3,非标18mm底固层(打三合一)(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,5,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320449251045-3-1,,11月5日,,,,柜3区,J章丘索居,034B,64,智能矩形,,132044925,,FG031854VA,898.27,826,353,B,1,,,,,,,,,67-64,,,索菲亚,非标18mm底固层(打三合一)(VA),,  ,,扇地缝:,,3-64,0,,,,,826*353*18,,ZJ_ZN241102A1-1 | J3364012400033-5,034B,18*353*826,,67-64-,,；；,,,深花色,,,0,0,,,34,,,,827,353.5,1045,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P090,,,6,,,,,,,End
1.31824E+12,480,600,481,600,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,P3345212400321-1,11,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,23,9,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1318244751007-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,137,智能矩形,,131824475,,FC11801VA,768.37,480,600,B,1,★,,,,,,,,183-137,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,11-137,0,,,,,480*600*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*600*480,,183-137-,,；；,,,深花色,,,0,0,,,34,,,,481,600,1007,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31824E+12,799,363,800,363.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400321-1,11,非标18mm底固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,23,19,7,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318244751265-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,116,智能矩形,,131824475,,FG0221801VA,877.59,799,363,B,1,,,,,,,,,183-116,,,索菲亚,非标18mm底固层(VA),,  ,,扇地缝:,,11-116,0,,,,,799*363*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*363*799,,183-116-,,；；,,,深花色,,,0,0,,,34,,,,800,363.5,1265,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31811E+12,450,894,450,894,1,VA_18_034B,1,FBD0041_034,FBD0041_034,FBD0041_034,FBD0041_034,1,1_6,381279230,P0091032400235-5,六,18mm非标板(VA),ZJ_ZN241102A1-1,四△,左0，0，右0，0,,18,,,11,2,4,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A1,,,1318110571087-6-1,,11月5日,,,,柜3区,福州,034B,54,智能矩形,,131811057,,FQ218VA,1000.87,450,894,B,1,,,,,,,,,89-54,,,索菲亚,18mm非标板(VA),,  ,,扇地缝:,,六-54,0,,,,,450*894*18,,ZJ_ZN241102A1-1 | P0091032400235-5,034B,18*894*450,,89-54-,,；；,,,深花色,,,0,0,,,34,,,,450,894,1087,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P004,,,6,,,,,,,End
1.31965E+12,1154,529,1155,529,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-12,12,18mm非标中固层(前后见光，打三合一)(VA),ZJ_ZN241102A1-1,2H△2L,,双,18,,,13,8,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650251078-12-1,,11月5日,,,,柜3区,杭州,034B,24,智能矩形,,131965025,1.31965E+12,FG0321820VA,1269.47,1154,529,B,1,,,,,,,,,79-24,,,索菲亚,18mm非标中固层(前后见光，打三合一)(VA),,  ,,扇地缝:,,12月24日,0,,,,,1154*529*18,,ZJ_ZN241102A1-1 | Y0115432401009-12,034B,18*529*1154,,79-24-,,；；,,,深花色,,,0,0,,,34,,,,1155,529,1078,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1.31938E+12,450,544,451,544.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P2746032400241-5,14,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,+,5,1,4,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1319383711004-14-1,,11月5日,,,,柜3区,平潭县,034B,30,智能矩形,,131938371,,FC21801VA,706,450,544,B,1,,,,,,,,,51-30,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,14-30,0,,,,,450*544*18,,ZJ_ZN241102A1-1 | P2746032400241-5,034B,18*544*450,,51-30-,,；；,,,深花色,,,0,0,,,34,,,,451,544.5,1004,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.32002E+12,1499,180,1500,181,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3726012400098-3,37,矮柜脚线18mm(VA),ZJ_ZN241102A1-1,四,打三合一， 按新脚线规则打孔,,18,,,14,4,1,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A6,,,1320023371019-37-1,,11月5日,,,,柜3区,镇江新区,034B,106,智能矩形,,132002337,,FJ9918VA,1509.77,1499,180,B,1,,,,,,,,,106-106,,,索菲亚,矮柜脚线18mm(VA),,  ,,扇地缝:,,37-106,0,,,,,1499*180*18,,ZJ_ZN241102A1-1 | P3726012400098-3,034B,18*180*1499,,106-106-,,；；,,,深花色,,,0,0,,,34,,,,1500,181,1019,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P080,,,6,,,,,,,End
1.31956E+12,1530,330,1531,330,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,P0013012400275-6,56,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,10,8,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319560921008-56-1,,11月5日,,,,柜3区,常州,034B,35,智能矩形,,131956092,,FC11801VA,1565.18,1530,330,B,1,★,,,,,,,,47-35,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,56-35,0,,,,,1530*330*18,,ZJ_ZN241102A1-1 | P0013012400275-6,034B,18*330*1530,,47-35-,,；；,,,深花色,,,0,0,,,34,,,,1531,330,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P029,,,6,,,,,,,End
1.31956E+12,664,311,665,311.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0013012400275-6,56,非标18mm底固层(打三合一)(VA),ZJ_ZN241102A1-1,四○,,,18,,,10,3,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319560921097-56-1,,11月5日,,,,柜3区,常州,034B,6,智能矩形,,131956092,,FG031854VA,733.22,664,311,B,1,,,,,,,,,Jun-47,,,索菲亚,非标18mm底固层(打三合一)(VA),,  ,,扇地缝:,,Jun-56,0,,,,,664*311*18,,ZJ_ZN241102A1-1 | P0013012400275-6,034B,18*311*664,,47-6-,,；；,,,深花色,,,0,0,,,34,,,,665,311.5,1097,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P029,,,6,,,,,,,End
1.31847E+12,575.5,352,576.5,352.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400167-10,70,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,12,5,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318473421030-70-1,,11月5日,,,,柜3区,哈尔滨市,034B,18,智能矩形,,131847342,1.31847E+12,FC21801VA,674.61,575.5,352,B,1,,,,,,,,,69-18,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,70-18,0,,,,,575.5*352*18,,ZJ_ZN241102A1-1 | P3345212400167-10,034B,18*352*575.5,,69-18-,,；；,,,深花色,,,0,0,,,34,,,,576.5,352.5,1030,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31681E+12,757,343,758,343.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0384022400205-2,93,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,4,3,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1316807541008-93-1,,11月5日,,,,柜3区,嘉善县,034B,32,智能矩形,,131680754,,FG0118018VA,831.08,757,343,B,1,,,,,,,,,38-32,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,93-32,0,,,,,757*343*18,,ZJ_ZN241102A1-1 | Y0384022400205-2,034B,18*343*757,,38-32-,,；；,,,深花色,,,0,0,,,34,,,,758,343.5,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y043,,,6,,,,,,,End
1.32045E+12,853,309,854,309.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,J3364012400033-3,60,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,20,2,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320448951069-60-1,,11月5日,,,,柜3区,J章丘索居,034B,90,智能矩形,,132044895,,FG0318019VA,907.24,853,309,B,1,,,,,,,,,206-90,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,60-90,0,,,,,853*309*18,,ZJ_ZN241102A1-1 | J3364012400033-3,034B,18*309*853,,206-90-,,；；,,,深花色,,,0,0,,,34,,,,854,309.5,1069,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P090,,,6,,,,,,,End
1.32045E+12,844,303,845,303.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,J3364012400033-3,60,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,20,1,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320448951074-60-1,,11月5日,,,,柜3区,J章丘索居,034B,95,智能矩形,,132044895,,FG0318019VA,896.74,844,303,B,1,,,,,,,,,206-95,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,60-95,0,,,,,844*303*18,,ZJ_ZN241102A1-1 | J3364012400033-3,034B,18*303*844,,206-95-,,；；,,,深花色,,,0,0,,,34,,,,845,303.5,1074,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P090,,,6,,,,,,,End
1.32045E+12,2190,330,2191,330.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,J3364012400033-3,60,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左， 内进20K,,18,B5,,20,19,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320448951029-60-1,,11月5日,,,,柜3区,J章丘索居,034B,131,智能矩形,,132044895,,FC11801LVA,2214.72,2190,330,B,1,★,,,,,,,,206-131,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,60-131,0,,,,,2190*330*18,,ZJ_ZN241102A1-1 | J3364012400033-3,034B,18*330*2190,,206-131-,,；；,,左,深花色,,,0,0,,,34,,,,2191,330.5,1029,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P090,,,6,20K,,,,,,End
1.31988E+12,2200,334,2201,334.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0609022400141-27,94,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,4,4,1,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319878751002-94-1,,11月5日,,,,柜3区,寿光,034B,26,智能矩形,,131987875,,FC21801VA,2225.21,2200,334,B,1,,,,,,,,,36-26,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,94-26,0,,,,,2200*334*18,,ZJ_ZN241102A1-1 | P0609022400141-27,034B,18*334*2200,,36-26-,,；；,,,深花色,,,0,0,,,34,,,,2201,334.5,1002,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31957E+12,232,350,233,350.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_12,381279230,J2789012400031-3,98,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,9,4,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319567761011-98-1,,11月5日,,,,柜3区,J常州一米,034B,65,智能矩形,,131956776,,FC21801VA,419.91,232,350,B,1,,,,,,,,,70-65,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,98-65,0,,,,,232*350*18,,ZJ_ZN241102A1-1 | J2789012400031-3,034B,18*350*232,,70-65-,,；；,,,深花色,,,0,0,,,34,,,,233,350.5,1011,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1.31966E+12,2271,270,2272,271,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3525012400221-4,99,18mm加固板(VA),ZJ_ZN241102A1-1,四,,,18,,,9,5,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319660331068-99-1,,11月5日,,,,柜3区,富阳区,034B,67,智能矩形,,131966033,,FG0118VA,2286.99,2271,270,B,1,,,,,,,,,83-67,,,索菲亚,18mm加固板(VA),,  ,,扇地缝:,,99-67,0,,,,,2271*270*18,,ZJ_ZN241102A1-1 | P3525012400221-4,034B,18*270*2271,,83-67-,,；；,,,深花色,,,0,0,,,34,,,,2272,271,1068,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1.31909E+12,2040,570,2041,570.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0120052400199-10,1,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,11,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319094621015-1-1,,11月5日,,,,柜3区,潍坊,034B,87,智能矩形,,131909462,,FC21801VA,2118.14,2040,570,B,1,,,,,,,,,111-87,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,1-87,0,,,,,2040*570*18,,ZJ_ZN241102A1-1 | P0120052400199-10,034B,18*570*2040,,111-87-,,；；,,,深花色,,,0,0,,,34,,,,2041,570.5,1015,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31909E+12,435,344,436,344.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0120052400199-10,1,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,4,7,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319094621018-1-1,,11月5日,,,,柜3区,潍坊,034B,90,智能矩形,,131909462,,FC21801VA,554.58,435,344,B,1,,,,,,,,,111-90,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,1-90,0,,,,,435*344*18,,ZJ_ZN241102A1-1 | P0120052400199-10,034B,18*344*435,,111-90-,,；；,,,深花色,,,0,0,,,34,,,,436,344.5,1018,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31839E+12,1759.5,263,1760.5,264,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_16,381279230,P3345212400166-6,2,吊柜18mm背板(VA),ZJ_ZN241102A1-1,四,,双,18,,,14,11,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A8,,,1318388571072-2-1,,11月5日,,,,柜3区,哈尔滨市,034B,5,智能矩形,,131838857,1.31839E+12,FB11815VA,1779.05,1759.5,263,B,1,,,,,,,,,May-85,,,索菲亚,吊柜18mm背板(VA),,  ,,扇地缝:,,2月5日,0,,,,,1759.5*263*18,,ZJ_ZN241102A1-1 | P3345212400166-6,034B,18*263*1759.5,,85-5-,,；；,,,深花色,,,0,0,,,34,,,,1760.5,264,1072,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31909E+12,902,320,903,320.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0120052400199-6,71,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左,,18,B4,,5,1,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319094071003-71-1,,11月5日,,,,柜3区,潍坊,034B,16,智能矩形,,131909407,,FC11801LVA,957.08,902,320,B,1,★,,,,,,,,64-16,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,71-16,0,,,,,902*320*18,,ZJ_ZN241102A1-1 | P0120052400199-6,034B,18*320*902,,64-16-,,；；,,左,深花色,,,0,0,,,34,,,,903,320.5,1003,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31764E+12,2000,574,2001,574.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0358052401007-2,101,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,14,13,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1317639011002-101-1,,11月5日,,,,柜3区,上海市闵行,034B,52,智能矩形,,131763901,,FC21801VA,2080.74,2000,574,B,1,,,,,,,,,79-52,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,101-52,0,,,,,2000*574*18,,ZJ_ZN241102A1-1 | Y0358052401007-2,034B,18*574*2000,,79-52-,,；；,,,深花色,,,0,0,,,34,,,,2001,574.5,1002,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y124,,,6,,,,,,,End
1.31957E+12,758,398,759,398.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-11,72,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,1,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319570691013-72-1,,11月5日,,,,柜3区,吴江,034B,31,智能矩形,,131957069,,FG0118018VA,856.14,758,398,B,1,,,,,,,,,61-31,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,72-31,0,,,,,758*398*18,,ZJ_ZN241102A1-1 | Y0112032400254-11,034B,18*398*758,,61-31-,,；；,,,深花色,,,0,0,,,34,,,,759,398.5,1013,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31862E+12,2360,444,2361,444.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0513012400193-6,102,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,9,8,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318622231002-102-1,,11月5日,,,,柜3区,沛县,034B,50,智能矩形,,131862223,,FC21801VA,2401.4,2360,444,B,1,,,,,,,,,54-50,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,102-50,0,,,,,2360*444*18,,ZJ_ZN241102A1-1 | P0513012400193-6,034B,18*444*2360,,54-50-,,；；,,,深花色,,,0,0,,,34,,,,2361,444.5,1002,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P082,,,6,,,,,,,End
